"short_name","preferred_foot","age","height_cm","pace","shooting","passing","dribbling","defending","weight_kg","wage_eur","team_jersey_number","league_name"
"J. Maddison","Right",23,175.42565437916878,75,76,84,82,54,72.81602047428544,82000,10,"English Premier League"
"N. Keïta","Right",25,171.8201770698185,71,73,76,87,65,63.90179805820949,96000,8,"English Premier League"
"L. Torreira","Right",24,167.64582944777462,74,67,75,79,79,64.74414223294494,74000,11,"English Premier League"
"P. Kimpembe","Left",24,189.37691414154042,73,39,67,67,82,79.59200057826887,69000,3,"French Ligue 1"
"B. Pavard","Right",24,185.65398702798828,69,53,73,71,81,76.31543992466752,65000,5,"German 1. Bundesliga"
"B. Chilwell","Left",23,177.79924663677238,76,52,74,78,77,77.16134359924462,79000,21,"English Premier League"
"Raphinha","Left",23,176.15995541826868,91,75,74,83,49,67.51357817779144,50000,7,"French Ligue 1"
"B. Mendy","Left",25,184.70192630227064,80,54,77,77,77,84.56934310544021,115000,22,"English Premier League"
"J. Pickford","Left",26,185.4098572482426,,,,,,76.733059139234,70000,1,"English Premier League"
"A. Milik","Left",26,185.62666355965627,68,85,64,76,39,78.46719943562978,80000,99,"Italian Serie A"
"Jonny","Right",26,169.63459586608917,77,53,71,76,79,70.39754142620144,86000,19,"English Premier League"
"W. Benítez","Right",27,191.06467501411578,,,,,,92.69581356990079,35000,40,"French Ligue 1"
"J. Correa","Right",25,187.56969984782668,84,75,77,86,39,76.67157483478384,73000,11,"Italian Serie A"
"Iñaki Williams","Right",26,185.9692209074952,94,79,72,78,39,78.71254544221257,35000,9,"Spain Primera Division"
"D. Sánchez","Right",24,186.9604246894196,74,45,56,65,82,79.19768201614428,79000,6,"English Premier League"
"A. Rüdiger","Right",27,190.495772507827,70,43,67,63,82,84.58693639663565,92000,2,"English Premier League"
"S. Haller","Right",26,190.03006630348975,70,80,62,75,51,82.44637327069147,58000,22,"English Premier League"
"L. Shaw","Left",24,181.04807471936746,78,53,74,78,80,74.96763849711724,97000,23,"English Premier League"
"Fred","Left",27,169.29832735268954,79,71,79,83,75,62.33873324718913,115000,17,"English Premier League"
"Paco Alcácer","Right",26,174.87869685613688,78,84,67,80,35,72.40411130395469,45000,17,"Spain Primera Division"
"S. Savić","Right",29,187.048979525935,61,35,54,56,84,80.82481601501999,60000,15,"Spain Primera Division"
"A. Rabiot","Left",25,192.11676779496128,72,74,78,79,77,80.10854987289862,83000,25,"Italian Serie A"
"M. Dmitrović","Left",28,194.03199977339807,,,,,,94.07719200860105,30000,1,"Spain Primera Division"
"M. Lazzari","Right",26,174.33954153076004,89,62,77,82,54,67.29670102095828,70000,29,"Italian Serie A"
"A. Gignac","Right",34,187.5463742123821,67,83,74,74,43,89.30213368565357,66000,10,"Mexican Liga MX"
"H. Herrera","Right",30,184.66195821014475,71,75,75,76,78,80.12631979792918,62000,16,"Spain Primera Division"
"F. Ribéry","Right",37,170.06412268862633,74,74,82,86,30,71.56272400220753,54000,7,"Italian Serie A"
"A. Consigli","Right",33,188.99115203559072,,,,,,81.76867987656908,32000,47,"Italian Serie A"
"L. Fabiański","Right",35,189.86273031201551,,,,,,83.23216064436791,26000,1,"English Premier League"
"S. Ruffier","Right",33,188.41812360880306,,,,,,93.17500424229726,32000,16,"French Ligue 1"
"S. Bender","Right",31,185.60091130345657,66,52,63,60,84,81.02264752277576,66000,5,"German 1. Bundesliga"
"Javi Martínez","Right",31,192.32289842455134,37,55,69,63,84,86.34689564242454,76000,8,"German 1. Bundesliga"
"S. Khedira","Right",33,189.28560540241998,45,74,77,77,79,89.69630851017796,87000,6,"Italian Serie A"
"M. Kruse","Left",32,179.7569174443361,66,81,81,82,45,76.44958108690406,42000,10,"German 1. Bundesliga"
"Marcos Alonso","Left",29,188.09582676475597,65,75,78,77,77,84.83533099213639,96000,3,"English Premier League"
"J. Cuadrado","Right",32,179.43947473066754,89,72,78,88,72,72.15667284152515,79000,16,"Italian Serie A"
"T. Delaney","Left",28,182.2530498022046,77,73,73,74,82,78.9696937878062,63000,6,"German 1. Bundesliga"
"X. Shaqiri","Left",28,169.34803526191274,78,77,80,83,46,71.75611685249444,105000,23,"English Premier League"
"K. Kampl","Right",29,177.5389294109755,69,67,80,85,63,66.42305953994604,65000,44,"German 1. Bundesliga"
"Pablo Sarabia","Left",28,174.36765077507295,73,76,82,83,57,69.97062603112333,100000,19,"French Ligue 1"
"Jordi Masip","Right",31,180.12744987326087,,,,,,75.9484188156521,21000,1,"Spain Primera Division"
"J. Cillessen","Right",31,185.4298426194025,,,,,,83.20234598920256,33000,13,"Spain Primera Division"
"K. Volland","Left",27,179.21242200380902,73,84,79,79,41,84.90693610045366,68000,31,"French Ligue 1"
"M. Doherty","Right",28,182.46076120982187,72,64,73,75,76,87.36037436202187,96000,2,"English Premier League"
"Felipe Anderson","Right",27,175.22714895921575,89,75,78,86,55,69.5368005554426,53000,8,"English Premier League"
"T. Meunier","Right",28,190.24771953195062,77,73,76,74,77,82.19739377709894,63000,24,"German 1. Bundesliga"
"Suso","Left",26,175.78455499058046,76,75,82,86,33,69.87190588069957,39000,7,"Spain Primera Division"
"A. Florenzi","Right",29,173.4920890229189,81,77,76,79,77,67.01081039013044,84000,24,"French Ligue 1"
"S. Arias","Right",28,178.10542606085255,81,53,70,76,77,72.49520741728462,60000,4,"Spain Primera Division"
"M. de Roon","Right",29,185.07540213663995,64,68,72,72,82,75.95388175254955,62000,15,"Italian Serie A"
"Capa","Right",28,174.57126080489664,83,65,77,79,75,75.18888411965824,31000,21,"Spain Primera Division"
"M. Politano","Left",26,170.68175846938442,83,77,78,84,42,66.9419329091902,74000,21,"Italian Serie A"
"W. Weghorst","Right",27,197.36833947986892,65,82,59,69,39,83.61805304201165,62000,9,"German 1. Bundesliga"
"Vinícius Jr.","Right",19,176.02646819069417,95,69,71,87,29,73.46405785446784,95000,20,"Spain Primera Division"
"N. Barella","Right",23,174.79972651446627,78,67,79,82,74,67.92549620131389,86000,23,"Italian Serie A"
"N. Mukiele","Right",22,186.77786784221456,83,42,69,72,80,84.3582817243719,46000,22,"German 1. Bundesliga"
"M. Mount","Right",21,177.7440746589016,74,77,79,80,48,70.28335609160695,69000,19,"English Premier League"
"D. Henderson","Right",23,189.53977060172423,,,,,,84.93357129970269,70000,26,"English Premier League"
"T. Ndombele","Right",23,180.6259006582765,74,66,80,87,69,76.01299661209609,82000,28,"English Premier League"
"Éder Militão","Right",22,186.3617051442136,78,50,66,71,81,77.75322546022703,115000,3,"Spain Primera Division"
"A. Saint-Maximin","Right",23,173.4312937791162,93,70,72,88,25,66.86747252226789,43000,10,"English Premier League"
"Diogo Jota","Right",23,178.38794604836562,83,77,71,84,53,73.00676181771583,90000,20,"English Premier League"
"Merino","Left",24,189.22484753811455,70,76,78,82,77,83.3208269970875,31000,8,"Spain Primera Division"
"M. Thuram","Right",22,192.45108003581097,84,80,70,80,48,86.7879682075583,43000,10,"German 1. Bundesliga"
"Unai Simón","Right",23,189.66526729639574,,,,,,89.10828196644219,18000,1,"Spain Primera Division"
"C. Nkunku","Right",22,179.2948333595646,78,74,80,85,69,72.12405822379515,50000,18,"German 1. Bundesliga"
"Héctor Bellerín","Right",25,178.14578353702802,85,51,70,77,76,73.64051057091419,76000,2,"English Premier League"
"Angeliño","Left",23,175.2468321591636,73,66,80,81,75,68.97485886763198,46000,3,"German 1. Bundesliga"
"L. Klostermann","Right",24,186.77987557697216,84,51,66,71,82,87.89674608206506,46000,16,"German 1. Bundesliga"
"Dani Ceballos","Right",23,179.10763439243823,69,70,79,83,69,68.09323935665131,76000,8,"English Premier League"
"O. Zinchenko","Left",23,174.73487582078758,73,66,81,80,77,64.22069216682809,96000,11,"English Premier League"
"L. Bailey","Left",22,178.20306148735847,94,76,73,83,33,79.27981958359096,59000,9,"German 1. Bundesliga"
"C. Söyüncü","Right",24,185.3292853385604,69,46,60,67,80,81.66446640805995,69000,4,"English Premier League"
"L. Jović","Right",22,182.35123600425976,75,81,68,80,29,84.87829358277533,140000,18,"Spain Primera Division"
"T. Hernández","Left",22,183.91313240723335,92,67,73,77,74,81.50292420837549,37000,19,"Italian Serie A"
"M. Arambarri","Right",24,174.57224720484066,52,58,71,72,78,74.1787336762065,28000,18,"Spain Primera Division"
"M. Gómez","Right",23,185.76892590308805,68,81,68,73,32,84.30000235412022,40000,22,"Spain Primera Division"
"P. Højbjerg","Right",24,184.87597333275184,61,70,76,75,77,84.00565578672425,73000,5,"English Premier League"
"V. Lindelöf","Right",25,187.15857211213233,64,50,72,72,81,79.67327773836129,100000,2,"English Premier League"
"Álex Remiro","Right",25,191.1244697697089,,,,,,82.53991076056514,25000,1,"Spain Primera Division"
"J. Stones","Right",26,187.87238130473813,68,36,69,71,82,69.67990666414971,110000,5,"English Premier League"
"K. Zouma","Right",25,190.19083425472587,67,51,61,56,80,95.20233978940833,82000,15,"English Premier League"
"J. Grealish","Right",24,179.83904425327924,76,74,80,84,46,68.32453539505447,65000,10,"English Premier League"
"A. Januzaj","Left",25,185.9715189921743,78,75,78,83,30,75.54371781673574,37000,11,"Spain Primera Division"
"A. Belotti","Right",26,181.15287778743124,76,81,57,77,41,72.3456726616382,57000,9,"Italian Serie A"
"P. Zieliński","Right",26,179.8491581856482,79,72,81,83,70,75.23440530761913,69000,20,"Italian Serie A"
"D. Rugani","Right",25,189.53860532329765,61,39,55,64,84,83.53662118153385,71000,24,"Italian Serie A"
"J. Musso","Right",26,191.13164468165178,,,,,,92.96442054129035,17000,1,"Italian Serie A"
"C. Tolisso","Right",25,180.96941538876266,72,77,78,78,76,81.440913199477,74000,24,"German 1. Bundesliga"
"H. Lozano","Right",24,175.15374424293935,93,75,71,81,41,70.03789423323022,66000,11,"Italian Serie A"
"V. Rongier","Right",25,172.03390761012017,61,73,76,80,75,70.4504792722056,45000,21,"French Ligue 1"
"Gelson Martins","Right",25,172.71902379479104,94,71,72,86,51,74.14185898708062,55000,11,"French Ligue 1"
"Yeray","Right",25,183.44165175283246,68,49,58,61,82,78.35210651875836,26000,5,"Spain Primera Division"
"Mario Hermoso","Left",25,183.55044891305735,75,49,72,71,80,74.80739064164086,51000,22,"Spain Primera Division"
"M. Ryan","Right",28,184.18247257775099,,,,,,82.24841849488354,53000,1,"English Premier League"
"M. Hinteregger","Left",27,185.9205298994367,71,70,65,60,81,81.689331518617,33000,13,"German 1. Bundesliga"
"F. Bernardeschi","Left",26,185.31783897173972,80,75,80,84,60,77.28578617053581,81000,33,"Italian Serie A"
"G. Xhaka","Left",27,184.9184889138391,52,65,80,69,70,80.40524736312595,80000,34,"English Premier League"
"Campaña","Right",27,178.66032262406767,63,73,82,80,70,70.280922536444,31000,24,"Spain Primera Division"
"N. Schulz","Left",27,181.15149596713385,87,51,74,75,73,82.71542171669564,56000,14,"German 1. Bundesliga"
"B. Lecomte","Left",29,186.59719974224535,,,,,,78.0378161251605,46000,40,"French Ligue 1"
"J. Draxler","Right",26,187.36631098973615,75,76,80,82,55,76.64608579177927,82000,23,"French Ligue 1"
"J. Roussillon","Left",27,174.6531439868693,88,65,74,80,76,80.45924710843366,49000,15,"German 1. Bundesliga"
"J. Tarkowski","Right",27,185.37440121802123,59,45,67,63,81,81.42299339454743,59000,5,"English Premier League"
"Iñigo Martínez","Left",29,181.72731626482158,71,56,64,62,81,77.32134032446466,29000,4,"Spain Primera Division"
"B. Davies","Left",27,182.10268860414274,73,58,75,75,78,75.70011371150044,86000,33,"English Premier League"
"A. Plea","Right",27,180.59671136070605,73,83,77,79,39,78.72217596466389,49000,14,"German 1. Bundesliga"
"D. Berardi","Left",25,182.92574361566048,78,80,79,82,36,71.53749589506413,39000,25,"Italian Serie A"
"K. Demirbay","Left",26,183.35214027727707,65,74,80,84,64,73.75816077816526,68000,10,"German 1. Bundesliga"
"João Mário","Right",27,178.93428885523247,69,69,80,83,64,73.42566439591451,99000,55,"Italian Serie A"
"Joaquín","Right",38,179.08550156197262,69,79,83,80,44,75.33676167539129,22000,17,"Spain Primera Division"
"J. Milner","Right",34,174.90453840994923,58,70,82,77,77,69.73343080770348,94000,7,"English Premier League"
"F. Quagliarella","Right",37,180.0563614154823,64,85,75,80,30,78.73788589671655,22000,27,"Italian Serie A"
"J. Evans","Right",32,187.98450038512928,57,32,61,54,82,76.63909273010646,80000,6,"English Premier League"
"E. Lamela","Left",28,183.65305751224022,75,78,80,83,55,80.38662432427486,98000,11,"English Premier League"
"Raúl García","Right",33,184.44729592992843,46,83,81,78,72,82.7615797904125,33000,22,"Spain Primera Division"
"D. Wass","Right",31,181.36016350065788,75,77,80,77,77,73.85930320864699,38000,18,"Spain Primera Division"
"S. Romero","Right",33,191.6615336754237,,,,,,86.48713976800359,85000,22,"English Premier League"
"L. Piszczek","Right",35,183.5132254169105,72,68,74,72,81,78.56546162771318,41000,26,"German 1. Bundesliga"
"Nacho Monreal","Left",34,180.02965254533032,67,61,72,74,80,76.9835766463634,32000,20,"Spain Primera Division"
"B. Ivanović","Right",36,184.91174382958815,62,61,68,61,81,91.25221882117835,61000,20,"English Premier League"
"S. Kjær","Right",31,191.24609531041855,61,55,64,55,81,81.55451958738139,43000,24,"Italian Serie A"
"Diego Costa","Right",31,188.45830634592707,73,79,65,74,48,82.7154461951968,63000,19,"Spain Primera Division"
"David Luiz","Right",33,188.85701608541154,60,65,74,71,79,85.88951612262007,80000,23,"English Premier League"
"A. Sánchez","Right",31,168.36035298023893,79,78,77,85,44,62.43313399753017,105000,7,"Italian Serie A"
"L. Stindl","Right",31,181.12997157307836,59,82,78,79,59,79.85118187510515,45000,13,"German 1. Bundesliga"
"N. Nkoulou","Right",30,184.0421022709444,70,44,64,70,82,77.15334861929577,48000,33,"Italian Serie A"
"G. Bonaventura","Right",30,180.7251342628817,72,77,82,82,72,74.93350648139622,61000,5,"Italian Serie A"
"F. Coquelin","Right",29,176.1499971082635,71,67,76,80,79,74.49479308268715,41000,19,"Spain Primera Division"
"Pedro","Right",32,169.1453570118079,73,76,76,81,43,67.2311897132091,64000,11,"Italian Serie A"
"Guaita","Right",33,190.22446103740262,,,,,,80.41001831492676,48000,31,"English Premier League"
"L. de Jong","Right",29,187.51975599888488,55,78,70,69,50,86.42218220323431,38000,9,"Spain Primera Division"
"Illarramendi","Right",30,179.45517469831378,52,71,78,78,77,73.68854524606827,32000,4,"Spain Primera Division"
"B. André","Right",29,179.64277492477837,68,64,74,75,79,74.37269434874277,42000,21,"French Ligue 1"
"N. Matić","Left",31,194.47936797203806,44,68,76,73,80,82.63146078794718,105000,31,"English Premier League"
"Escudero","Left",30,176.10384681891708,72,63,75,72,79,72.28277342921017,31000,18,"Spain Primera Division"
"Mario Gaspar","Right",29,181.8340835605937,75,70,71,72,79,73.59148151173996,37000,2,"Spain Primera Division"
"H. Mkhitaryan","Right",31,176.62518327072388,78,75,78,83,56,75.10193141433298,59000,77,"Italian Serie A"
"Willian José","Right",28,189.03308560812047,67,80,67,74,40,91.19073040909255,40000,9,"Spain Primera Division"
"D. Ings","Right",27,177.56605758157596,76,81,67,78,32,73.39300123072731,70000,9,"English Premier League"
"S. Aurier","Right",27,173.76933082216462,76,60,73,76,77,73.69735128568693,86000,24,"English Premier League"
"Bartra","Right",29,184.30127748630184,72,61,72,73,80,72.83801742325369,29000,5,"Spain Primera Division"
"Nacho Fernández","Right",30,179.7980977110431,78,37,66,66,80,76.27202664291674,135000,6,"Spain Primera Division"
"W. Boly","Right",29,194.96332406971405,62,36,64,64,80,97.41748301399569,84000,15,"English Premier League"
"P. Kadeřábek","Right",28,182.01485075042228,74,43,74,75,74,80.5163215906377,41000,3,"German 1. Bundesliga"
"D. Suárez","Right",32,172.6726520861599,75,69,74,75,78,67.78385643694048,32000,22,"Spain Primera Division"
"S. Vrsaljko","Right",28,180.58346002631455,78,55,73,75,78,76.18520342680519,56000,24,"Spain Primera Division"
"William Carvalho","Right",28,187.07563282987428,43,57,76,69,75,79.15631432281583,29000,14,"Spain Primera Division"
"Lucas Vázquez","Right",29,173.29583989870423,81,73,78,81,58,69.8516953260125,165000,17,"Spain Primera Division"
"Rubén Peña","Right",28,170.08291816923693,82,71,72,81,75,65.39171077844705,37000,20,"Spain Primera Division"
"M. Vecino","Right",28,187.4538200522379,65,68,77,80,78,81.28547571296487,94000,8,"Italian Serie A"
"S. Lainer","Right",27,175.0137726956744,80,63,70,75,73,69.63180630429338,41000,18,"German 1. Bundesliga"
"D. Upamecano","Right",21,186.47058598429538,77,40,61,66,79,90.41904237237836,36000,5,"German 1. Bundesliga"
"Rodrygo","Right",19,174.0528361344344,87,75,70,83,32,64.49641175280718,90000,27,"Spain Primera Division"
"P. Foden","Left",20,170.54133981095126,75,70,76,81,56,69.06806487324357,86000,47,"English Premier League"
"V. Osimhen","Right",21,185.22758861625874,87,79,63,73,39,77.65460241433834,54000,9,"Italian Serie A"
"B. Kamara","Right",20,184.14969196707034,69,46,71,71,77,67.69819649471073,29000,4,"French Ligue 1"
"Dani Olmo","Right",22,178.88532971883896,68,76,77,83,50,71.52779177903086,48000,25,"German 1. Bundesliga"
"S. Berge","Right",22,195.28529151375054,68,49,74,74,76,96.48574497657715,34000,8,"English Premier League"
"A. Isak","Right",20,191.61562671176347,82,80,65,78,28,76.53399824046224,28000,19,"Spain Primera Division"
"D. Rice","Right",21,185.181752053866,65,44,65,69,78,80.47456304696962,31000,41,"English Premier League"
"J. Ikoné","Left",22,175.3377087719555,89,70,73,83,33,73.39780447393144,36000,10,"French Ligue 1"
"F. Neuhaus","Right",23,182.68656076322256,67,69,76,81,64,73.7842594994321,37000,32,"German 1. Bundesliga"
"P. Estupiñán","Left",22,174.91955400089614,83,32,66,73,74,72.86125510924097,29000,15,"Spain Primera Division"
"D. Zagadou","Left",21,195.90753309395382,59,34,61,50,81,89.59432294035416,38000,5,"German 1. Bundesliga"
"J. Koundé","Right",21,177.72006300471492,77,34,57,70,81,74.78166906927235,21000,12,"Spain Primera Division"
